Ead,cV,cN,cH,Z,rmsd,rmaxsd,dminNS,daveNS,dminHS,daveHS,mult,chir,q,mu,Egap,cnN,dcnN,cnS,dcnS,aminS,amaxS,aminN,amaxN,adispN,adispH
   0.174,   0.000,   0.893,   0.446,   6,   0.441,   0.838,   2.459,   2.659,     nan,     nan,   1,   0.000,  -0.009,   0.000,   0.165,   3,   0,   3,   1,   2.029,   2.120,   2.051,   2.102,   1.574,     nan
   1.332,   0.000,   0.893,   0.446,   7,   0.397,   0.745,   0.000,   1.884,     nan,     nan,   1,   0.000,  -0.216,   0.000,   0.165,   3,   1,   3,   1,   2.051,   2.102,   2.051,   2.102,     nan,     nan
   0.652,   0.000,   0.893,   0.446,   6,   0.405,   0.780,   3.769,   5.152,     nan,     nan,   1,   0.000,   0.002,   0.000,   0.165,   3,   0,   3,   1,   2.058,   2.105,   2.051,   2.102,   0.332,     nan
   0.424,   0.000,   0.893,   0.446,   6,   0.399,   0.768,   2.461,   3.799,     nan,     nan,   1,   0.000,  -0.021,  -0.000,   0.165,   3,   0,   3,   1,   2.065,   2.097,   2.051,   2.102,   0.523,     nan
   0.408,   0.000,   0.893,   0.446,   6,   0.237,   0.470,   2.850,   3.559,     nan,     nan,   1,   0.000,  -0.016,   0.000,   0.165,   3,   0,   3,   1,   2.069,   2.103,   2.051,   2.102,   1.047,     nan
   0.174,   0.000,   0.893,   0.446,   6,   0.248,   0.499,   2.459,   2.659,     nan,     nan,   1,   0.000,  -0.009,   0.000,   0.165,   3,   0,   3,   1,   2.029,   2.120,   2.051,   2.102,   1.568,     nan
   0.579,   0.000,   0.893,   0.446,   6,   0.042,   0.402,   5.136,   5.835,     nan,     nan,   1,   0.000,  -0.005,   0.000,   0.165,   3,   0,   3,   1,   2.069,   2.099,   2.051,   2.102,   0.794,     nan
   0.505,   0.000,   0.893,   0.446,   6,   0.056,   0.437,   4.273,   4.707,     nan,     nan,   1,   0.000,   0.002,   0.000,   0.165,   3,   0,   3,   1,   2.063,   2.101,   2.051,   2.102,   1.039,     nan
   0.549,   0.000,   0.893,   0.446,   6,   0.031,   0.364,   4.935,   5.032,     nan,     nan,   1,   0.000,   0.002,   0.000,   0.165,   3,   0,   3,   1,   2.071,   2.099,   2.051,   2.102,   0.520,     nan
   0.539,   0.000,   0.893,   0.446,   6,   0.052,   0.402,   3.765,   4.345,     nan,     nan,   1,   0.000,   0.001,  -0.000,   0.165,   3,   0,   3,   1,   2.073,   2.096,   2.051,   2.102,   0.712,     nan
   0.661,   0.000,   0.893,   0.446,   6,   0.249,   0.491,   7.122,   7.268,     nan,     nan,   1,   0.000,  -0.005,  -0.000,   0.165,   3,   0,   3,   1,   2.071,   2.098,   2.051,   2.102,   1.022,     nan
   0.718,   0.000,   0.893,   0.446,   6,   0.252,   0.498,   6.218,   6.372,     nan,     nan,   1,   0.000,  -0.001,   0.000,   0.165,   3,   0,   3,   1,   2.071,   2.097,   2.051,   2.102,   0.630,     nan
   0.677,   0.000,   0.893,   0.446,   6,   0.402,   0.751,   6.545,   7.047,     nan,     nan,   1,   0.000,   0.000,  -0.000,   0.165,   3,   0,   3,   1,   2.072,   2.098,   2.051,   2.102,   0.841,     nan
   0.620,   0.000,   0.893,   0.446,   6,   0.402,   0.751,   5.722,   6.572,     nan,     nan,   1,   0.000,   0.001,  -0.000,   0.165,   3,   0,   3,   1,   2.066,   2.101,   2.051,   2.102,   1.034,     nan
   0.683,   0.000,   0.893,   0.446,   6,   0.399,   0.741,   7.581,   9.191,     nan,     nan,   1,   0.000,   0.001,   0.000,   0.165,   3,   0,   3,   1,   2.068,   2.097,   2.051,   2.102,   1.365,     nan
   0.725,   0.000,   0.893,   0.446,   6,   0.397,   0.738,   7.448,   8.886,     nan,     nan,   1,   0.000,  -0.004,   0.000,   0.165,   3,   0,   3,   1,   2.068,   2.096,   2.051,   2.102,   1.570,     nan
   0.514,   0.000,   0.893,   0.446,   6,   0.239,   0.474,   7.150,   8.966,     nan,     nan,   1,   0.000,   0.001,   0.000,   0.165,   3,   0,   3,   1,   2.073,   2.096,   2.051,   2.102,   1.022,     nan
   0.723,   0.000,   0.893,   0.446,   6,   0.243,   0.484,   6.557,   8.279,     nan,     nan,   1,   0.000,  -0.001,   0.000,   0.165,   3,   0,   3,   1,   2.069,   2.098,   2.051,   2.102,   1.219,     nan
   0.501,   0.000,   0.893,   0.446,   6,   0.028,   0.370,   5.154,   6.858,     nan,     nan,   1,   0.000,   0.004,   0.000,   0.165,   3,   0,   3,   1,   2.070,   2.097,   2.051,   2.102,   1.279,     nan
   0.665,   0.000,   0.893,   0.446,   6,   0.029,   0.372,   4.954,   6.452,     nan,     nan,   1,   0.000,  -0.001,   0.000,   0.165,   3,   0,   3,   1,   2.066,   2.098,   2.051,   2.102,   1.569,     nan
   0.590,   0.000,   0.893,   0.446,   6,   0.030,   0.388,   5.149,   7.028,     nan,     nan,   1,   0.000,  -0.000,   0.000,   0.165,   3,   0,   3,   1,   2.078,   2.093,   2.051,   2.102,   0.791,     nan
   0.782,   0.000,   0.893,   0.446,   6,   0.035,   0.404,   4.279,   6.106,     nan,     nan,   1,   0.000,  -0.007,   0.000,   0.165,   3,   0,   3,   1,   2.069,   2.097,   2.051,   2.102,   1.036,     nan
   0.259,   0.000,   0.893,   0.446,   6,   0.230,   0.458,   2.855,   4.691,     nan,     nan,   1,   0.000,   0.003,   0.000,   0.165,   3,   0,   3,   1,   2.077,   2.100,   2.051,   2.102,   1.039,     nan
   0.626,   0.000,   0.893,   0.446,   6,   0.238,   0.490,   2.457,   4.068,     nan,     nan,   1,   0.000,  -0.014,   0.000,   0.165,   3,   0,   3,   1,   2.067,   2.104,   2.051,   2.102,   1.567,     nan
   0.678,   0.000,   0.893,   0.446,   6,   0.396,   0.759,   3.775,   5.592,     nan,     nan,   1,   0.000,   0.001,   0.000,   0.165,   3,   0,   3,   1,   2.066,   2.101,   2.051,   2.102,   0.329,     nan
   0.564,   0.000,   0.893,   0.446,   6,   0.392,   0.751,   2.462,   4.333,     nan,     nan,   1,   0.000,  -0.018,  -0.000,   0.165,   3,   0,   3,   1,   2.075,   2.098,   2.051,   2.102,   0.519,     nan
   0.120,   0.000,   0.893,   0.446,   6,   0.445,   0.831,   1.421,   3.176,     nan,     nan,   1,   0.000,   0.138,  -0.000,   0.165,   3,   0,   3,   1,   2.069,   2.099,   2.051,   2.102,   0.015,     nan
   0.710,   0.000,   0.893,   0.446,   6,   0.449,   0.857,   4.291,   5.925,     nan,     nan,   1,   0.000,  -0.009,   0.000,   0.165,   3,   0,   3,   1,   2.054,   2.105,   2.051,   2.102,   0.012,     nan
   0.686,   0.000,   0.893,   0.446,   6,   0.403,   0.783,   6.557,   7.261,     nan,     nan,   1,   0.000,  -0.002,  -0.000,   0.165,   3,   0,   3,   1,   2.060,   2.102,   2.051,   2.102,   0.115,     nan
   0.686,   0.000,   0.893,   0.446,   6,   0.403,   0.783,   6.557,   7.261,     nan,     nan,   1,   0.000,  -0.002,  -0.000,   0.165,   3,   0,   3,   1,   2.060,   2.102,   2.051,   2.102,   0.190,     nan
   0.783,   0.000,   0.893,   0.446,   6,   0.248,   0.498,   6.221,   7.392,     nan,     nan,   1,   0.000,  -0.007,   0.000,   0.165,   3,   0,   3,   1,   2.058,   2.103,   2.051,   2.102,   0.405,     nan
   0.550,   0.000,   0.893,   0.446,   6,   0.254,   0.515,   4.942,   6.039,     nan,     nan,   1,   0.000,  -0.000,   0.000,   0.165,   3,   0,   3,   1,   2.067,   2.097,   2.051,   2.102,   0.519,     nan
   0.696,   0.000,   0.893,   0.446,   6,   0.051,   0.407,   6.560,   7.624,     nan,     nan,   1,   0.000,  -0.003,   0.000,   0.165,   3,   0,   3,   1,   2.064,   2.100,   2.051,   2.102,   0.114,     nan
   0.836,   0.000,   0.893,   0.446,   6,   0.051,   0.407,   7.417,   7.694,     nan,     nan,   1,   0.000,   0.000,   0.000,   0.165,   3,   0,   3,   1,   2.068,   2.098,   2.051,   2.102,   0.513,     nan
   0.737,   0.000,   0.893,   0.446,   6,   0.034,   0.358,   7.544,   8.230,     nan,     nan,   1,   0.000,   0.001,  -0.000,   0.165,   3,   0,   3,   1,   2.071,   2.097,   2.051,   2.102,   0.694,     nan
   0.687,   0.000,   0.893,   0.446,   6,   0.032,   0.358,   6.529,   7.040,     nan,     nan,   1,   0.000,   0.001,  -0.000,   0.165,   3,   0,   3,   1,   2.072,   2.097,   2.051,   2.102,   0.838,     nan
   0.789,   0.000,   0.893,   0.446,   6,   0.252,   0.500,   7.426,   8.706,     nan,     nan,   1,   0.000,  -0.004,   0.000,   0.165,   3,   0,   3,   1,   2.072,   2.098,   2.051,   2.102,   0.326,     nan
   0.734,   0.000,   0.893,   0.446,   6,   0.249,   0.494,   8.698,   8.801,     nan,     nan,   1,   0.000,  -0.001,   0.000,   0.165,   3,   0,   3,   1,   2.070,   2.097,   2.051,   2.102,   0.372,     nan
   0.686,   0.000,   0.893,   0.446,   6,   0.397,   0.740,   9.347,   9.618,     nan,     nan,   1,   0.000,  -0.001,   0.000,   0.165,   3,   0,   3,   1,   2.071,   2.098,   2.051,   2.102,   0.875,     nan
   0.727,   0.000,   0.893,   0.446,   6,   0.400,   0.746,   8.553,   8.618,     nan,     nan,   1,   0.000,   0.001,  -0.000,   0.165,   3,   0,   3,   1,   2.071,   2.096,   2.051,   2.102,   1.012,     nan
   0.679,   0.000,   0.893,   0.446,   6,   0.393,   0.729,   9.378,  11.235,     nan,     nan,   1,   0.000,   0.000,   0.000,   0.165,   3,   0,   3,   1,   2.071,   2.096,   2.051,   2.102,   0.876,     nan
   0.752,   0.000,   0.893,   0.446,   6,   0.391,   0.725,   8.581,  10.394,     nan,     nan,   1,   0.000,  -0.005,   0.000,   0.165,   3,   0,   3,   1,   2.071,   2.096,   2.051,   2.102,   1.012,     nan
   0.668,   0.000,   0.893,   0.446,   6,   0.240,   0.471,  10.009,  10.392,     nan,     nan,   1,   0.000,   0.000,   0.000,   0.165,   3,   0,   3,   1,   2.073,   2.096,   2.051,   2.102,   0.640,     nan
   0.741,   0.000,   0.893,   0.446,   6,   0.240,   0.476,   8.928,  10.306,     nan,     nan,   1,   0.000,   0.000,   0.000,   0.165,   3,   0,   3,   1,   2.071,   2.096,   2.051,   2.102,   0.738,     nan
   0.769,   0.000,   0.893,   0.446,   6,   0.022,   0.323,   7.560,   9.444,     nan,     nan,   1,   0.000,   0.001,   0.000,   0.165,   3,   0,   3,   1,   2.073,   2.095,   2.051,   2.102,   0.694,     nan
   0.719,   0.000,   0.893,   0.446,   6,   0.029,   0.371,   6.546,   8.418,     nan,     nan,   1,   0.000,  -0.002,   0.000,   0.165,   3,   0,   3,   1,   2.072,   2.096,   2.051,   2.102,   0.837,     nan
   0.734,   0.000,   0.893,   0.446,   6,   0.039,   0.384,   8.698,   8.801,     nan,     nan,   1,   0.000,  -0.001,  -0.000,   0.165,   3,   0,   3,   1,   2.070,   2.097,   2.051,   2.102,   0.432,     nan
   0.789,   0.000,   0.893,   0.446,   6,   0.034,   0.386,   7.426,   8.707,     nan,     nan,   1,   0.000,  -0.004,   0.000,   0.165,   3,   0,   3,   1,   2.072,   2.098,   2.051,   2.102,   0.512,     nan
   0.654,   0.000,   0.893,   0.446,   6,   0.237,   0.464,   6.231,   8.060,     nan,     nan,   1,   0.000,   0.001,  -0.000,   0.165,   3,   0,   3,   1,   2.069,   2.098,   2.051,   2.102,   0.403,     nan
   0.690,   0.000,   0.893,   0.446,   6,   0.242,   0.475,   4.947,   6.812,     nan,     nan,   1,   0.000,   0.000,   0.000,   0.165,   3,   0,   3,   1,   2.075,   2.097,   2.051,   2.102,   0.517,     nan
   0.836,   0.000,   0.893,   0.446,   6,   0.386,   0.739,   7.417,   7.694,     nan,     nan,   1,   0.000,   0.000,   0.000,   0.165,   3,   0,   3,   1,   2.068,   2.098,   2.051,   2.102,   0.326,     nan
   0.696,   0.000,   0.893,   0.446,   6,   0.391,   0.746,   6.560,   7.624,     nan,     nan,   1,   0.000,  -0.003,   0.000,   0.165,   3,   0,   3,   1,   2.064,   2.100,   2.051,   2.102,   0.188,     nan
   0.676,   0.000,   0.893,   0.446,   6,   0.451,   0.860,   5.724,   7.324,     nan,     nan,   1,   0.000,   0.001,   0.000,   0.165,   3,   0,   3,   1,   2.065,   2.099,   2.051,   2.102,   0.009,     nan
   1.339,   0.000,   0.893,   0.446,   7,   0.199,   0.391,   0.000,   1.884,     nan,     nan,   1,   0.000,  -0.216,   0.000,   0.165,   3,   1,   3,   1,   2.051,   2.102,   2.051,   2.102,     nan,     nan
   0.904,   0.446,   1.345,   0.448,   6,   0.415,   0.751,   7.087,   7.639,     nan,     nan,   2,   0.000,   0.003,  -0.001,   0.216,   2,   0,   3,   1,   2.063,   2.098,   2.115,   4.168,   3.129,     nan
   0.549,   0.446,   1.345,   0.448,   6,   0.355,   0.654,   4.225,   5.264,     nan,     nan,   2,   0.000,  -0.005,   0.006,   0.216,   2,   0,   3,   1,   2.059,   2.118,   2.111,   4.172,   3.088,     nan
   0.817,   0.446,   1.345,   0.448,   6,   0.359,   0.661,   5.652,   6.630,     nan,     nan,   2,   0.000,   0.002,  -0.003,   0.216,   2,   0,   3,   1,   2.057,   2.102,   2.111,   4.172,   3.102,     nan
   0.661,   0.446,   1.345,   0.448,   6,   0.199,   0.392,   6.485,   7.597,     nan,     nan,   2,   0.000,   0.000,   0.009,   0.216,   2,   0,   3,   1,   2.072,   2.101,   2.111,   4.172,   2.955,     nan
   0.796,   0.446,   1.345,   0.448,   6,   0.202,   0.395,   7.492,   8.031,     nan,     nan,   2,   0.000,   0.001,  -0.002,   0.216,   2,   0,   3,   1,   2.066,   2.100,   2.115,   4.168,   2.905,     nan
   0.765,   0.446,   1.345,   0.448,   6,   0.031,   0.349,   4.898,   6.338,     nan,     nan,   2,   0.000,  -0.000,   0.004,   0.216,   2,   0,   3,   1,   2.074,   2.096,   2.111,   4.172,   2.620,     nan
   0.879,   0.446,   1.345,   0.448,   6,   0.028,   0.343,   6.175,   7.518,     nan,     nan,   2,   0.000,   0.003,  -0.001,   0.216,   2,   0,   3,   1,   2.075,   2.098,   2.111,   4.172,   2.735,     nan
   0.740,   0.446,   1.345,   0.448,   6,   0.028,   0.330,   7.391,   8.739,     nan,     nan,   2,   0.000,  -0.001,   0.004,   0.216,   2,   0,   3,   1,   2.070,   2.096,   2.111,   4.172,   2.623,     nan
   0.862,   0.446,   1.345,   0.448,   6,   0.033,   0.319,   8.593,   9.109,     nan,     nan,   2,   0.000,   0.001,  -0.004,   0.216,   2,   0,   3,   1,   2.071,   2.098,   2.115,   4.168,   2.704,     nan
   0.609,   0.446,   1.345,   0.448,   6,   0.244,   0.468,   6.552,   8.082,     nan,     nan,   2,   0.000,   0.001,   0.014,   0.216,   2,   0,   3,   1,   2.070,   2.098,   2.111,   4.172,   2.293,     nan
   0.823,   0.446,   1.345,   0.448,   6,   0.243,   0.469,   7.555,   9.037,     nan,     nan,   2,   0.000,   0.001,  -0.002,   0.216,   2,   0,   3,   1,   2.073,   2.095,   2.111,   4.172,   2.438,     nan
   0.686,   0.446,   1.345,   0.448,   6,   0.391,   0.718,   8.948,  10.383,     nan,     nan,   2,   0.000,   0.001,   0.008,   0.216,   2,   0,   3,   1,   2.071,   2.098,   2.111,   4.172,   2.394,     nan
   0.876,   0.446,   1.345,   0.448,   6,   0.385,   0.707,  10.016,  10.687,     nan,     nan,   2,   0.000,   0.001,  -0.003,   0.216,   2,   0,   3,   1,   2.073,   2.098,   2.111,   4.172,   2.493,     nan
   0.685,   0.446,   1.345,   0.448,   6,   0.392,   0.722,   8.948,  10.383,     nan,     nan,   2,   0.000,   0.001,   0.008,   0.216,   2,   0,   3,   1,   2.071,   2.098,   2.111,   4.172,   2.394,     nan
   0.876,   0.446,   1.345,   0.448,   6,   0.385,   0.707,  10.016,  10.687,     nan,     nan,   2,   0.000,   0.001,  -0.003,   0.216,   2,   0,   3,   1,   2.073,   2.098,   2.111,   4.172,   2.493,     nan
   0.609,   0.446,   1.345,   0.448,   6,   0.244,   0.468,   6.552,   8.082,     nan,     nan,   2,   0.000,   0.001,   0.014,   0.216,   2,   0,   3,   1,   2.070,   2.098,   2.111,   4.172,   2.293,     nan
   0.823,   0.446,   1.345,   0.448,   6,   0.243,   0.468,   7.555,   9.037,     nan,     nan,   2,   0.000,   0.001,  -0.002,   0.216,   2,   0,   3,   1,   2.073,   2.096,   2.111,   4.172,   2.438,     nan
   0.740,   0.446,   1.345,   0.448,   6,   0.028,   0.330,   7.391,   8.739,     nan,     nan,   2,   0.000,  -0.001,   0.004,   0.216,   2,   0,   3,   1,   2.070,   2.096,   2.111,   4.172,   2.623,     nan
   0.862,   0.446,   1.345,   0.448,   6,   0.033,   0.319,   8.593,   9.109,     nan,     nan,   2,   0.000,   0.001,  -0.004,   0.216,   2,   0,   3,   1,   2.071,   2.098,   2.115,   4.168,   2.704,     nan
   0.765,   0.446,   1.345,   0.448,   6,   0.031,   0.349,   4.898,   6.338,     nan,     nan,   2,   0.000,  -0.000,   0.004,   0.216,   2,   0,   3,   1,   2.074,   2.096,   2.111,   4.172,   2.620,     nan
   0.879,   0.446,   1.345,   0.448,   6,   0.029,   0.343,   6.175,   7.518,     nan,     nan,   2,   0.000,   0.003,  -0.001,   0.216,   2,   0,   3,   1,   2.075,   2.098,   2.111,   4.172,   2.735,     nan
   0.661,   0.446,   1.345,   0.448,   6,   0.199,   0.392,   6.485,   7.597,     nan,     nan,   2,   0.000,   0.000,   0.009,   0.216,   2,   0,   3,   1,   2.072,   2.101,   2.111,   4.172,   2.955,     nan
   0.796,   0.446,   1.345,   0.448,   6,   0.202,   0.395,   7.492,   8.031,     nan,     nan,   2,   0.000,   0.001,  -0.002,   0.216,   2,   0,   3,   1,   2.066,   2.100,   2.115,   4.168,   2.905,     nan
   0.549,   0.446,   1.345,   0.448,   6,   0.355,   0.654,   4.225,   5.264,     nan,     nan,   2,   0.000,  -0.005,   0.006,   0.216,   2,   0,   3,   1,   2.059,   2.118,   2.111,   4.172,   3.088,     nan
   0.817,   0.446,   1.345,   0.448,   6,   0.359,   0.661,   5.652,   6.630,     nan,     nan,   2,   0.000,   0.002,  -0.002,   0.216,   2,   0,   3,   1,   2.057,   2.102,   2.111,   4.172,   3.102,     nan
   0.744,   0.446,   1.345,   0.448,   6,   0.411,   0.765,   6.515,   7.181,     nan,     nan,   2,   0.000,  -0.002,   0.002,   0.216,   2,   0,   3,   1,   2.054,   2.102,   2.111,   4.172,   2.932,     nan
   0.908,   0.446,   1.345,   0.448,   6,   0.416,   0.753,   3.725,   4.398,     nan,     nan,   2,   0.000,   0.005,   0.000,   0.216,   2,   0,   3,   1,   2.017,   2.122,   2.111,   4.172,   2.770,     nan
   0.825,   0.446,   1.345,   0.448,   6,   0.374,   0.717,   1.340,   2.712,     nan,     nan,   2,   0.000,   0.205,  -0.004,   0.216,   2,   0,   3,   1,   2.040,   2.116,   2.111,   4.172,   3.032,     nan
   0.600,   0.446,   1.345,   0.448,   6,   0.197,   0.398,   2.412,   3.938,     nan,     nan,   2,   0.000,  -0.023,   0.013,   0.216,   2,   0,   3,   1,   2.048,   2.129,   2.111,   4.172,   2.620,     nan
   0.788,   0.446,   1.345,   0.448,   6,   0.198,   0.390,   3.719,   5.078,     nan,     nan,   2,   0.000,   0.005,  -0.002,   0.216,   2,   0,   3,   1,   2.084,   2.095,   2.111,   4.172,   2.812,     nan
   0.753,   0.446,   1.345,   0.448,   6,   0.036,   0.344,   2.421,   3.923,     nan,     nan,   2,   0.000,  -0.025,   0.004,   0.216,   2,   0,   3,   1,   2.064,   2.113,   2.111,   4.172,   1.559,     nan
   0.964,   0.446,   1.345,   0.448,   6,   0.026,   0.323,   2.809,   4.424,     nan,     nan,   2,   0.000,   0.014,  -0.001,   0.216,   2,   0,   3,   1,   2.079,   2.102,   2.111,   4.172,   2.090,     nan
   0.635,   0.446,   1.345,   0.448,   6,   0.030,   0.333,   4.271,   5.850,     nan,     nan,   2,   0.000,  -0.003,   0.006,   0.216,   2,   0,   3,   1,   2.067,   2.101,   2.111,   4.172,   2.094,     nan
   0.850,   0.446,   1.345,   0.448,   6,   0.031,   0.320,   5.125,   6.668,     nan,     nan,   2,   0.000,   0.002,  -0.004,   0.216,   2,   0,   3,   1,   2.073,   2.095,   2.111,   4.172,   2.339,     nan
   0.571,   0.446,   1.345,   0.448,   6,   0.235,   0.456,   4.966,   6.360,     nan,     nan,   2,   0.000,   0.001,   0.018,   0.216,   2,   0,   3,   1,   2.071,   2.098,   2.111,   4.172,   1.563,     nan
   0.840,   0.446,   1.345,   0.448,   6,   0.240,   0.463,   5.169,   6.687,     nan,     nan,   2,   0.000,   0.003,  -0.002,   0.216,   2,   0,   3,   1,   2.072,   2.098,   2.111,   4.172,   1.852,     nan
   0.720,   0.446,   1.345,   0.448,   6,   0.391,   0.719,   6.609,   8.117,     nan,     nan,   2,   0.000,   0.000,   0.006,   0.216,   2,   0,   3,   1,   2.069,   2.098,   2.111,   4.172,   1.912,     nan
   0.872,   0.446,   1.345,   0.448,   6,   0.389,   0.713,   7.193,   8.724,     nan,     nan,   2,   0.000,   0.002,  -0.003,   0.216,   2,   0,   3,   1,   2.071,   2.097,   2.111,   4.172,   2.108,     nan
   0.720,   0.446,   1.345,   0.448,   6,   0.391,   0.719,   6.609,   8.117,     nan,     nan,   2,   0.000,   0.000,   0.006,   0.216,   2,   0,   3,   1,   2.069,   2.098,   2.111,   4.172,   1.912,     nan
   0.872,   0.446,   1.345,   0.448,   6,   0.389,   0.713,   7.192,   8.724,     nan,     nan,   2,   0.000,   0.002,  -0.003,   0.216,   2,   0,   3,   1,   2.071,   2.097,   2.111,   4.172,   2.108,     nan
   0.571,   0.446,   1.345,   0.448,   6,   0.235,   0.456,   4.966,   6.360,     nan,     nan,   2,   0.000,   0.001,   0.018,   0.216,   2,   0,   3,   1,   2.071,   2.098,   2.111,   4.172,   1.563,     nan
   0.840,   0.446,   1.345,   0.448,   6,   0.240,   0.463,   5.169,   6.686,     nan,     nan,   2,   0.000,   0.003,  -0.002,   0.216,   2,   0,   3,   1,   2.072,   2.098,   2.111,   4.172,   1.852,     nan
   0.635,   0.446,   1.345,   0.448,   6,   0.030,   0.333,   4.271,   5.850,     nan,     nan,   2,   0.000,  -0.003,   0.006,   0.216,   2,   0,   3,   1,   2.067,   2.101,   2.111,   4.172,   2.094,     nan
   0.850,   0.446,   1.345,   0.448,   6,   0.031,   0.320,   5.125,   6.668,     nan,     nan,   2,   0.000,   0.002,  -0.004,   0.216,   2,   0,   3,   1,   2.073,   2.095,   2.111,   4.172,   2.339,     nan
   0.753,   0.446,   1.345,   0.448,   6,   0.036,   0.344,   2.421,   3.923,     nan,     nan,   2,   0.000,  -0.025,   0.004,   0.216,   2,   0,   3,   1,   2.064,   2.113,   2.111,   4.172,   1.559,     nan
   0.964,   0.446,   1.345,   0.448,   6,   0.026,   0.323,   2.809,   4.424,     nan,     nan,   2,   0.000,   0.014,  -0.001,   0.216,   2,   0,   3,   1,   2.079,   2.102,   2.111,   4.172,   2.090,     nan
   0.600,   0.446,   1.345,   0.448,   6,   0.197,   0.398,   2.412,   3.938,     nan,     nan,   2,   0.000,  -0.023,   0.013,   0.216,   2,   0,   3,   1,   2.048,   2.129,   2.111,   4.172,   2.620,     nan
   0.788,   0.446,   1.345,   0.448,   6,   0.198,   0.390,   3.719,   5.078,     nan,     nan,   2,   0.000,   0.005,  -0.002,   0.216,   2,   0,   3,   1,   2.084,   2.095,   2.111,   4.172,   2.812,     nan
   0.825,   0.446,   1.345,   0.448,   6,   0.374,   0.717,   1.340,   2.712,     nan,     nan,   2,   0.000,   0.205,  -0.004,   0.216,   2,   0,   3,   1,   2.040,   2.116,   2.111,   4.172,   3.032,     nan
  -0.020,   0.446,   1.345,   0.448,   6,   0.415,   0.749,   2.451,   3.072,     nan,     nan,   2,   0.000,  -0.031,   0.012,   0.216,   2,   0,   3,   1,   2.067,   2.108,   2.111,   4.172,   2.556,     nan
   0.483,   0.446,   1.345,   0.448,   6,   0.377,   0.712,   2.415,   3.948,     nan,     nan,   2,   0.000,  -0.021,   0.007,   0.216,   2,   0,   3,   1,   2.061,   2.113,   2.115,   4.168,   0.530,     nan
   0.892,   0.446,   1.345,   0.448,   6,   0.362,   0.673,   1.336,   2.712,     nan,     nan,   2,   0.000,   0.200,  -0.007,   0.216,   2,   0,   3,   1,   2.043,   2.121,   2.115,   4.168,   1.059,     nan
  -0.287,   0.446,   1.345,   0.448,   6,   0.218,   0.454,   2.400,   3.069,     nan,     nan,   2,   0.000,  -0.020,   0.061,   0.216,   2,   0,   3,   1,   2.024,   2.133,   2.115,   4.168,   1.619,     nan
   0.940,   0.446,   1.345,   0.448,   6,   0.177,   0.338,   1.333,   2.698,     nan,     nan,   2,   0.000,   0.200,  -0.004,   0.216,   2,   0,   3,   1,   2.057,   2.112,   2.111,   4.172,   1.031,     nan
   0.403,   0.446,   1.345,   0.448,   6,   0.025,   0.332,   4.172,   5.260,     nan,     nan,   2,   0.000,  -0.001,   0.026,   0.216,   2,   0,   3,   1,   2.057,   2.109,   2.115,   4.168,   1.050,     nan
   0.970,   0.446,   1.345,   0.448,   6,   0.024,   0.300,   3.655,   4.396,     nan,     nan,   2,   0.000,   0.003,  -0.006,   0.216,   2,   0,   3,   1,   2.065,   2.115,   2.115,   4.168,   1.402,     nan
   0.469,   0.446,   1.345,   0.448,   6,   0.028,   0.334,   4.262,   5.262,     nan,     nan,   2,   0.000,  -0.004,   0.014,   0.216,   2,   0,   3,   1,   2.086,   2.090,   2.111,   4.172,   1.030,     nan
   0.864,   0.446,   1.345,   0.448,   6,   0.028,   0.335,   3.754,   5.070,     nan,     nan,   2,   0.000,   0.003,  -0.007,   0.216,   2,   0,   3,   1,   2.071,   2.106,   2.111,   4.172,   1.367,     nan
   0.409,   0.446,   1.345,   0.448,   6,   0.232,   0.449,   6.425,   7.242,     nan,     nan,   2,   0.000,  -0.001,   0.033,   0.216,   2,   0,   3,   1,   2.078,   2.097,   2.115,   4.168,   1.230,     nan
   0.863,   0.446,   1.345,   0.448,   6,   0.227,   0.440,   5.723,   6.650,     nan,     nan,   2,   0.000,   0.002,  -0.004,   0.216,   2,   0,   3,   1,   2.075,   2.101,   2.111,   4.172,   1.028,     nan
   0.735,   0.446,   1.345,   0.448,   6,   0.379,   0.700,   6.602,   7.695,     nan,     nan,   2,   0.000,  -0.000,   0.006,   0.216,   2,   0,   3,   1,   2.075,   2.099,   2.111,   4.172,   1.218,     nan
   0.876,   0.446,   1.345,   0.448,   6,   0.379,   0.696,   6.293,   7.578,     nan,     nan,   2,   0.000,   0.002,  -0.004,   0.216,   2,   0,   3,   1,   2.070,   2.102,   2.111,   4.172,   1.445,     nan
   0.735,   0.446,   1.345,   0.448,   6,   0.379,   0.700,   6.602,   7.695,     nan,     nan,   2,   0.000,  -0.000,   0.006,   0.216,   2,   0,   3,   1,   2.075,   2.099,   2.111,   4.172,   1.218,     nan
   0.877,   0.446,   1.345,   0.448,   6,   0.379,   0.695,   6.293,   7.578,     nan,     nan,   2,   0.000,   0.002,  -0.004,   0.216,   2,   0,   3,   1,   2.070,   2.102,   2.111,   4.172,   1.445,     nan
   0.409,   0.446,   1.345,   0.448,   6,   0.232,   0.449,   6.425,   7.242,     nan,     nan,   2,   0.000,  -0.001,   0.032,   0.216,   2,   0,   3,   1,   2.078,   2.097,   2.115,   4.168,   1.230,     nan
